id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,taxon_variety_name,field:phenology (foa)
11165103,30/12/2015,30/12/2015,,Africa/Johannesburg,389997,shauns,Shaun Swanepoel,2016-02-25 16:12:14 UTC,2018-08-30 10:53:24 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/11165103,https://inaturalist-open-data.s3.amazonaws.com/photos/15808765/medium.jpg,,,<h3>Bitter Aloe (Rooiberg)</h3><br>,6,0,FALSE,,Rooiberg (2),-33.7309,21.606,1,,,,1,,open,FALSE,,,,Ladismith,Western Cape,South Africa,Western Cape,Eden,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
11188384,22/09/2016,22/09/2016,,Africa/Johannesburg,389997,shauns,Shaun Swanepoel,2016-10-06 16:33:28 UTC,2018-08-30 10:51:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/11188384,https://inaturalist-open-data.s3.amazonaws.com/photos/15854067/medium.jpg,,,<h3>Aloe ferox (Mdilikweni)</h3><br>,3,0,FALSE,,Mdilikweni,-31.8847,28.5447,1,,,,1,,open,FALSE,,,,Umtata,Eastern Cape,South Africa,Eastern Cape,O.R.Tambo,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
11193905,07/10/2016,07/10/2016,,Pretoria,676005,adriaan_grobler,Adriaan Grobler,2016-10-10 15:19:17 UTC,2024-05-27 09:38:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11193905,https://inaturalist-open-data.s3.amazonaws.com/photos/15864406/medium.jpg,,,<h3>Matrix Aloe</h3><br>The dominant aloe here in the grassy shrubland community of Motherwell Karroid Thicket. Replaced by Aloe africana in the solid thicket and bushclumps.,4,0,FALSE,,"North of R334 between Uitenhage and Motherwell, EC",-33.7646,25.5297,1,,,,1,,open,FALSE,,,,Uitenhage,Eastern Cape,South Africa,Eastern Cape,Nelson Mandela Bay,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
13480368,2018-06-15 12:24:09 p.m. GMT+02:00,15/06/2018,2018-06-15 10:24:09 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2018-06-16 15:09:29 UTC,2020-07-29 17:07:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/13480368,https://inaturalist-open-data.s3.amazonaws.com/photos/19794561/medium.jpeg,,,,3,0,FALSE,2,"Cacadu, ZA-EC, ZA",-33.31970516,26.51320173,8,,,,8,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
14310258,2018-07-12 3:27:25 p.m. GMT+02:00,12/07/2018,2018-07-12 13:27:25 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2018-07-13 09:33:39 UTC,2020-07-26 19:28:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/14310258,https://inaturalist-open-data.s3.amazonaws.com/photos/21256567/medium.jpeg,,,,3,0,FALSE,2,"Unnamed Road, South Africa",-33.54656277,26.20196447,4,,,,4,,open,FALSE,,,,Alexandria,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
16662006,2018-09-18 12:30:34 pm GMT+02:00,18/09/2018,2018-09-18 10:30:34 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2018-09-18 17:12:21 UTC,2019-10-06 07:28:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/16662006,https://inaturalist-open-data.s3.amazonaws.com/photos/25124916/medium.jpeg,,,,3,0,FALSE,2,"Unnamed Road, KwaNdwanyana, South Africa",-33.1541871,26.85088203,8,,,,8,,open,FALSE,,,,Peddie,Eastern Cape,South Africa,Eastern Cape,Amathole,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
16794989,2018/09/21 2:55 PM SAST,21/09/2018,2018-09-21 12:55:00 UTC,Pretoria,7682,nicky,Nicola van Berkel,2018-09-22 15:28:20 UTC,2024-05-27 09:38:21 UTC,research,CC-BY,https://www.inaturalist.org/observations/16794989,https://inaturalist-open-data.s3.amazonaws.com/photos/25346627/medium.jpeg,,Outramps CREW Rooiberg,,7,0,FALSE,,"Rooiberg, South Cape DC, South Africa",-33.689,21.60187,5,,,,5,,open,FALSE,,,,Ladismith,Western Cape,South Africa,Western Cape,Eden,Aloe ferox,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
17510518,2018-10-14 2:38:06 pm GMT+02:00,14/10/2018,2018-10-14 12:38:06 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2018-10-14 21:31:06 UTC,2018-11-19 09:07:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/17510518,https://inaturalist-open-data.s3.amazonaws.com/photos/26643975/medium.jpeg,,,,3,0,FALSE,2,"R350, South Africa",-33.14427757,26.30201616,6,,,,6,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
26105511,2014/08/17 11:57 AM SAST,17/08/2014,2014-08-17 09:57:00 UTC,Africa/Johannesburg,672394,sandraf,Sandra Falanga,2019-05-31 09:32:06 UTC,2023-03-04 08:11:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26105511,https://inaturalist-open-data.s3.amazonaws.com/photos/40507498/medium.jpeg,,Outramps CREW St Blaize Plateau,,3,0,FALSE,,"St Blaize Plateau, Mossel Bay",-34.18556232,22.15387518,60,,,,60,,open,FALSE,,,,Mossel,Western Cape,South Africa,Western Cape,Eden,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
28849901,2019/07/14 5:20 PM SAST,14/07/2019,2019-07-14 15:20:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-07-15 05:01:30 UTC,2019-09-15 10:09:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28849901,https://inaturalist-open-data.s3.amazonaws.com/photos/44999820/medium.jpeg,,,,2,0,FALSE,,"R343 between Kenton and Grahamstown, Eastern Cape, South Africa",-33.48966667,26.48735667,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
29161723,2019/07/18 11:15 AM SAST,18/07/2019,2019-07-18 09:15:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-07-20 09:14:35 UTC,2019-09-15 08:55:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/29161723,https://inaturalist-open-data.s3.amazonaws.com/photos/45499682/medium.jpg,,,,1,0,FALSE,,"Bathurst State Forest, full length of the pass from top to the river at the bottom, Eastern Cape, South Africa",-33.3482399,26.86283302,,,,,,,open,FALSE,,,,Bathurst,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
29258406,Sun Jul 21 2019 13:23:06 GMT+0200 (GMT+2),21/07/2019,2019-07-21 11:23:06 UTC,Africa/Johannesburg,1751654,benjaminerich,Benjamin Miller,2019-07-21 18:15:57 UTC,2020-10-11 09:49:02 UTC,research,,https://www.inaturalist.org/observations/29258406,https://static.inaturalist.org/photos/45653407/medium.jpg,,,,2,0,FALSE,3,"Hapoor Main Road, , EC, ZA",-33.44482383,25.74616643,5,,,,5,,open,FALSE,,,,Alexandria,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186321,2019/08/04 2:48 PM SAST,04/08/2019,2019-08-04 12:48:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:47:55 UTC,2019-08-04 19:18:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186321,https://inaturalist-open-data.s3.amazonaws.com/photos/47133879/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.26140833,26.59628167,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186327,2019/08/04 2:48 PM SAST,04/08/2019,2019-08-04 12:48:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:47:58 UTC,2019-08-04 19:18:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186327,https://inaturalist-open-data.s3.amazonaws.com/photos/47134540/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.25931833,26.60055833,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186332,2019/08/04 2:50 PM SAST,04/08/2019,2019-08-04 12:50:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:01 UTC,2019-08-04 19:18:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186332,https://inaturalist-open-data.s3.amazonaws.com/photos/47134883/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.24639167,26.59870167,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186333,2019/08/04 2:49 PM SAST,04/08/2019,2019-08-04 12:49:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:01 UTC,2019-08-04 19:18:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186333,https://inaturalist-open-data.s3.amazonaws.com/photos/47134738/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.25228167,26.59885667,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186334,2019/08/04 2:49 PM SAST,04/08/2019,2019-08-04 12:49:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:02 UTC,2019-08-04 19:16:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186334,https://inaturalist-open-data.s3.amazonaws.com/photos/47134675/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.25334333,26.59678,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186336,2019/08/04 2:50 PM SAST,04/08/2019,2019-08-04 12:50:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:04 UTC,2019-08-04 19:16:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186336,https://inaturalist-open-data.s3.amazonaws.com/photos/47135001/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.24517667,26.60072667,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186337,2019/08/04 2:50 PM SAST,04/08/2019,2019-08-04 12:50:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:05 UTC,2019-08-04 19:16:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186337,https://inaturalist-open-data.s3.amazonaws.com/photos/47135078/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.24422833,26.60580333,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186339,2019/08/04 2:51 PM SAST,04/08/2019,2019-08-04 12:51:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:07 UTC,2019-08-04 19:16:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186339,https://inaturalist-open-data.s3.amazonaws.com/photos/47135264/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.24445,26.61038167,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186348,2019/08/04 2:51 PM SAST,04/08/2019,2019-08-04 12:51:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:10 UTC,2020-10-11 09:36:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186348,https://inaturalist-open-data.s3.amazonaws.com/photos/47136151/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.24366333,26.617705,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186361,2019/08/04 2:52 PM SAST,04/08/2019,2019-08-04 12:52:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:16 UTC,2020-10-11 09:34:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186361,https://inaturalist-open-data.s3.amazonaws.com/photos/47137346/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.23917333,26.62032333,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186365,2019/08/04 2:52 PM SAST,04/08/2019,2019-08-04 12:52:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:19 UTC,2019-08-04 19:16:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186365,https://inaturalist-open-data.s3.amazonaws.com/photos/47138146/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.23544333,26.62249167,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186371,2019/08/04 2:53 PM SAST,04/08/2019,2019-08-04 12:53:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:48:22 UTC,2019-08-04 19:16:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186371,https://inaturalist-open-data.s3.amazonaws.com/photos/47138866/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.228405,26.63368333,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186484,2019/08/04 3:00 PM SAST,04/08/2019,2019-08-04 13:00:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:49:45 UTC,2019-08-04 19:15:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186484,https://inaturalist-open-data.s3.amazonaws.com/photos/47140640/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.17954333,26.62003333,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186493,2019/08/04 3:00 PM SAST,04/08/2019,2019-08-04 13:00:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:49:58 UTC,2019-08-04 19:15:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186493,https://inaturalist-open-data.s3.amazonaws.com/photos/47140768/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.17664,26.622755,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186502,2019/08/04 3:00 PM SAST,04/08/2019,2019-08-04 13:00:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:50:06 UTC,2019-08-04 19:15:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186502,https://inaturalist-open-data.s3.amazonaws.com/photos/47140814/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.17407333,26.62425333,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186514,2019/08/04 3:01 PM SAST,04/08/2019,2019-08-04 13:01:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:50:17 UTC,2019-08-04 19:15:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186514,https://inaturalist-open-data.s3.amazonaws.com/photos/47140879/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.17010167,26.62443333,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
30186522,2019/08/04 3:01 PM SAST,04/08/2019,2019-08-04 13:01:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2019-08-04 17:50:25 UTC,2019-08-04 19:15:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30186522,https://inaturalist-open-data.s3.amazonaws.com/photos/47141197/medium.jpeg,,,,1,0,FALSE,,"R67 road side between Grahamstown (N2 turnoff) and Lanka Safaris above the Koonaprivier, Eastern Cape, South Africa",-33.16449333,26.623535,,,,,,,open,FALSE,,,,Albany,Eastern Cape,South Africa,Eastern Cape,Cacadu,Cape aloe,Aloe ferox,Cape Aloe,Plantae,124412,Asphodelaceae,Aloe,Aloe ferox,,,
